Player,Team,POS,Draft Year,GP,TM TAR,TM PA ATT,TM OPP,TM Snaps,TM Air YDs,Snaps,Snap %,Snaps/GP,Slot Rate,OPP Share,Weight OPP,Weight OPP/GP,Pass Comp,Comp/GP,Pass ATT,PA/GP,Pass Yards,PY/GP,Pass TDs,TDs/GP,Pass INT,INT/GP,Comp %,Clean Pocket %,Deep Ball Comp %,TD Rate,Pass Yards/TD,TD:INT,Yards/ ATT,AY/A,Attempted Air Yards,ATT Air Yards/GP,Completed Air Yards,Comp Air Yards/GP,aDOT,QB Rating,Total QBR,CPOE,Rush ATT,Rush ATT/GP,Rush Yards,Rush YDs/GP,Rush TDs,Rush TDs/ GP,TD Rate,Rush YDs/TD,YPC,Evaded Tackles,ET/GP,Big Runs,Juke Rate,GL ATT,FUM,REC,REC/GP,Targets,Targets/GP,Target Share,RZ Targets,Catch Rate,Routes,Routes/GP,Yards/ Route,REC Yards,REC YDs/GP,Yards/REC,Yards/ Target,Air Yards/ Target,REC TDs,REC TDs/GP,TD Rate,REC YDs/TD,YDs/TM Pass ATT,Air Yards,Air Yards/GP,Air Yards MS,WOPR,RACR,YAC,YAC/GP,Touches,Touches/GP,Scrim Yards,Scrim Yards/GP,Scrim TDs,Scrim TDs/GP,SCRIM YDs/ Play,Fantasy Points,Exp Points,FPOE,PPR PPG,PPG Rank,FP/ Touch,PPR Rank
Ke'Shawn Vaughn,TB,RB,2020,5,194,200,165,354,"1,700",47,13.3%,9.4,-,9.1%,15.8,3.2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,-,-,-,-,-,-,-,-,0,0.0,0,0.0,-,-,-,-,8,1.6,46,9.2,0,0.00,0.0%,-,5.8,2,0.4,1,16.7%,0,1,4,0.8,7,1.4,3.6%,2,57%,26,5.2,1.0,27,5.4,6.8,3.9,3.0,1,0.200,25.0%,27.0,0.14,21,4.2,1.2%,0.06,1.29,17,3.4,12,2.4,73,14.6,1,0.20,0.21,15.3,15.9,1.4,3.1,88,1.3,89
Keelan Cole,JAC,WR,2017,8,291,305,208,530,"2,371",387,73.0%,48.4,65.3%,-,-,-,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,-,-,-,-,-,-,-,-,0,0.0,0,0.0,-,-,-,-,1,0.1,2,0.3,0,0.00,0.0%,-,2.0,-,-,-,-,-,0,29,3.6,41,5.1,14.1%,3,71%,254,31.8,1.5,380,47.5,13.1,9.3,11.7,3,0.375,10.3%,126.7,1.25,481,60.1,20.3%,0.35,0.79,102,12.8,30,3.8,382,47.8,3,0.38,0.72,85.2,65.6,19.6,10.7,49,2.8,39
Keenan Allen,LAC,WR,2013,8,289,301,289,588,"2,381",520,88.4%,65.0,43.7%,-,-,-,0,0.0,1,0.1,0,0.0,0,0.0,0,0.0,-,-,-,0.0%,-,-,0.0,0.0,15,1.9,15,1.9,-,-,-,-,0,0.0,0,0.0,0,0.00,-,-,-,-,-,-,-,-,1,62,7.8,86,10.8,29.8%,7,72%,228,28.5,2.9,651,81.4,10.5,7.6,8.2,4,0.500,6.5%,162.8,2.16,706,88.3,29.7%,0.65,0.92,222,27.8,62,7.8,651,81.4,4,0.50,1.11,149.1,138.8,12.3,18.6,8,2.4,7
Kendrick Bourne,SF,WR,2017,8,269,275,279,546,"1,787",389,71.2%,48.6,24.7%,-,-,-,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,-,-,-,-,-,-,-,-,0,0.0,0,0.0,-,-,-,-,0,0.0,0,0.0,0,0.00,-,-,-,-,-,-,-,-,0,25,3.1,40,5.0,14.9%,6,63%,245,30.6,1.4,352,44.0,14.1,8.8,9.5,1,0.125,4.0%,352.0,1.28,380,47.5,21.3%,0.37,0.93,133,16.6,25,3.1,352,44.0,1,0.13,0.64,66.2,64.3,1.9,8.3,77,2.6,65
Kenny Golladay,DET,WR,2017,5,164,171,148,328,"1,558",226,68.9%,45.2,8.4%,-,-,-,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,-,-,-,-,-,-,-,-,0,0.0,0,0.0,-,-,-,-,0,0.0,0,0.0,0,0.00,-,-,-,-,-,-,-,-,0,20,4.0,32,6.4,19.5%,5,63%,136,27.2,2.5,338,67.6,16.9,10.6,14.6,2,0.400,10.0%,169.0,1.98,466,93.2,29.9%,0.50,0.73,38,7.6,20,4.0,338,67.6,2,0.40,1.03,65.8,50.0,15.8,13.2,36,3.3,66
Kenny Stills,HOU,WR,2013,8,263,272,180,492,"2,334",154,31.3%,19.3,31.9%,-,-,-,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,-,-,-,-,-,-,-,-,0,0.0,0,0.0,-,-,-,-,0,0.0,0,0.0,0,0.00,-,-,-,-,-,-,-,-,0,10,1.3,18,2.3,6.8%,1,56%,80,10.0,1.7,138,17.3,13.8,7.7,12.9,1,0.125,10.0%,138.0,0.51,232,29.0,9.9%,0.17,0.59,17,2.1,10,1.3,138,17.3,1,0.13,0.28,29.8,30.8,-1.0,3.7,123,3.0,107
Kenyan Drake,ARI,RB,2016,7,235,253,192,502,"1,926",315,62.7%,45.0,-,67.2%,84.9,12.1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,-,-,-,-,-,-,-,-,0,0.0,0,0.0,-,-,-,-,119,17.0,512,73.1,4,0.57,3.4%,128.0,4.3,16,2.3,4,12.7%,6,0,7,1.0,10,1.4,4.3%,1,70%,113,16.1,0.3,29,4.1,4.1,2.9,-1.1,0,0.000,0.0%,-,0.11,-11,-1.6,-0.6%,0.06,-2.64,37,5.3,126,18.0,541,77.3,4,0.57,1.08,85.1,91.9,-6.8,12.2,26,0.7,28
Kerryon Johnson,DET,RB,2018,8,279,291,246,540,"2,422",137,25.4%,17.1,-,15.9%,32.7,4.1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,-,-,-,-,-,-,-,-,0,0.0,0,0.0,-,-,-,-,29,3.6,109,13.6,1,0.13,3.4%,109.0,3.8,7,0.9,0,18.9%,1,0,8,1.0,10,1.3,3.6%,2,80%,45,5.6,1.8,79,9.9,9.9,7.9,1.0,1,0.125,12.5%,79.0,0.27,10,1.3,0.4%,0.06,7.90,49,6.1,37,4.6,188,23.5,2,0.25,0.35,38.8,35.0,3.8,4.9,73,1.0,60
Kirk Cousins,MIN,QB,2012,8,202,209,258,490,"1,933",490,100.0%,61.3,-,-,-,-,137,17.1,209,26.1,1855,231.9,15,1.9,10,1.3,65.6%,80.1%,46.7%,7.2%,123.7,1.5,8.9,8.2,1918,239.8,1918,239.8,9.2,97.7,53.2,2.4,11,1.4,55,6.9,0,0.00,0.0%,-,-,-,-,-,-,-,1,0,0.0,0,0.0,0.0%,-,-,-,-,-,0,0.0,-,-,-,0,0.000,-,-,0.00,0,0.0,0.0%,0.00,-,0,-,-,-,-,-,-,-,-,117.7,108.2,36.1,14.7,25,-,23
KJ Hamler,DEN,WR,2020,5,197,206,127,355,"1,791",257,72.4%,51.4,35.9%,-,-,-,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,-,-,-,-,-,-,-,-,0,0.0,0,0.0,-,-,-,-,4,0.8,32,6.4,0,0.00,0.0%,-,8.0,-,-,-,-,-,0,17,3.4,28,5.6,14.2%,2,61%,118,23.6,1.6,190,38.0,11.2,6.8,10.5,1,0.200,5.9%,190.0,0.92,294,58.8,16.4%,0.33,0.65,27,5.4,21,4.2,222,44.4,1,0.20,0.63,45.2,46.6,-1.4,9.0,68,2.2,90
Kyle Allen,WAS,QB,2018,4,128,136,123,250,740,177,70.8%,44.3,-,-,-,-,60,15.0,87,21.8,610,152.5,4,1.0,1,0.3,69.0%,-,-,4.6%,152.5,4.0,7.0,7.4,536,134.0,536,134.0,6.2,99.3,-,8.4,7,1.8,26,6.5,1,0.25,14.3%,-,-,-,-,-,-,-,1,0,0.0,0,0.0,0.0%,-,-,-,-,-,0,0.0,-,-,-,0,0.000,-,-,0.00,0,0.0,0.0%,0.00,-,0,-,-,-,-,-,-,-,-,45.0,50.6,2.5,11.3,36,-,35
Kyle Juszczyk,SF,RB,2013,9,303,310,302,603,"2,011",256,42.5%,28.4,-,7.3%,27.9,3.1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,-,-,-,-,-,-,-,-,0,0.0,0,0.0,-,-,-,-,7,0.8,36,4.0,2,0.22,28.6%,18.0,5.1,1,0.1,0,5.9%,0,0,10,1.1,15,1.7,5.0%,3,67%,67,7.4,1.8,118,13.1,11.8,7.9,6.8,0,0.000,0.0%,-,0.38,102,11.3,5.1%,0.11,1.16,63,7.0,17,1.9,154,17.1,2,0.22,0.26,37.4,26.3,11.1,4.2,78,2.2,65
Kyle Rudolph,MIN,TE,2011,8,202,209,258,490,"1,933",349,71.2%,43.6,6.4%,-,-,-,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,-,-,-,-,-,-,-,-,0,0.0,0,0.0,-,-,-,-,0,0.0,0,0.0,0,0.00,-,-,-,-,-,-,-,-,0,14,1.8,19,2.4,9.4%,2,74%,116,14.5,1.5,175,21.9,12.5,9.2,7.5,1,0.125,7.1%,175.0,0.84,143,17.9,7.4%,0.19,1.22,63,7.9,14,1.8,175,21.9,1,0.13,0.36,37.5,27.4,10.1,4.7,37,2.7,31
Kyler Murray,ARI,QB,2019,8,261,279,222,571,"2,176",571,100.0%,71.4,-,-,-,-,190,23.8,279,34.9,2130,266.3,16,2.0,7,0.9,68.1%,74.5%,33.3%,5.7%,133.1,2.3,7.6,7.7,2309,288.6,2309,288.6,8.3,99.3,71.6,4.0,76,9.5,543,67.9,8,1.00,10.5%,-,-,-,-,-,-,-,2,0,0.0,0,0.0,0.0%,-,-,-,-,-,0,0.0,-,-,-,0,0.000,-,-,0.00,0,0.0,0.0%,0.00,-,0,-,-,-,-,-,-,-,-,233.5,176.8,82.1,29.2,1,-,2
Lamar Jackson,BAL,QB,2018,8,208,216,216,519,"1,876",502,96.7%,62.8,-,-,-,-,134,16.8,213,26.6,1513,189.1,12,1.5,4,0.5,62.9%,71.1%,33.3%,5.6%,126.1,3.0,7.1,7.4,1840,230.0,1840,230.0,8.6,95.1,63.8,-0.6,79,9.9,469,58.6,3,0.38,3.8%,-,-,-,-,-,-,-,3,0,0.0,0,0.0,0.0%,-,-,-,-,-,0,0.0,-,-,-,0,0.000,-,-,0.00,0,0.0,0.0%,0.00,-,0,-,-,-,-,-,-,-,-,159.4,152.0,28.5,19.9,11,-,11
Lamical Perine,NYJ,RB,2020,8,245,260,211,506,"2,099",170,33.6%,21.3,-,28.0%,46.3,5.8,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,-,-,-,-,-,-,-,-,0,0.0,0,0.0,-,-,-,-,47,5.9,168,21.0,1,0.13,2.1%,168.0,3.6,3,0.4,1,5.3%,0,0,10,1.3,12,1.5,4.9%,1,83%,59,7.4,0.8,49,6.1,4.9,4.1,0.0,0,0.000,0.0%,-,0.19,0,0.0,0.0%,0.07,-,0,0.0,57,7.1,217,27.1,1,0.13,0.43,37.7,39.4,-1.7,4.7,75,0.7,64
Larry Fitzgerald,ARI,WR,2004,8,261,279,222,571,"2,176",450,78.8%,56.3,78.4%,-,-,-,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,-,-,-,-,-,-,-,-,0,0.0,0,0.0,-,-,-,-,0,0.0,0,0.0,0,0.00,-,-,-,-,-,-,-,-,0,33,4.1,42,5.3,16.1%,2,79%,227,28.4,1.1,261,32.6,7.9,6.2,6.1,0,0.000,0.0%,-,0.94,255,31.9,11.7%,0.32,1.02,97,12.1,33,4.1,261,32.6,0,0.00,0.46,59.1,66.0,-6.9,7.4,88,1.8,74
Latavius Murray,NO,RB,2013,8,285,289,290,552,"1,587",180,32.6%,22.5,-,32.8%,69.2,8.7,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,-,-,-,-,-,-,-,-,0,0.0,0,0.0,-,-,-,-,81,10.1,321,40.1,2,0.25,2.5%,160.5,4.0,11,1.4,1,11.8%,3,0,12,1.5,14,1.8,4.9%,3,86%,44,5.5,2.1,94,11.8,7.8,6.7,1.2,0,0.000,0.0%,-,0.33,17,2.1,1.1%,0.08,5.53,71,8.9,93,11.6,415,51.9,2,0.25,0.75,65.5,66.6,-1.1,8.2,49,0.7,38
Laviska Shenault,JAC,WR,2020,8,291,305,208,530,"2,371",265,50.0%,33.1,19.1%,-,-,-,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,-,-,-,-,-,-,-,-,0,0.0,0,0.0,-,-,-,-,11,1.4,54,6.8,0,0.00,0.00%,-,4.9,-,-,-,-,-,0,30,3.8,39,4.9,13.4%,3,77%,203,25.4,1.6,323,40.4,10.8,8.3,5.6,1,0.125,3.3%,323.0,1.06,217,27.1,9.2%,0.27,1.49,179,22.4,41,5.1,377,47.1,1,0.13,0.71,73.7,71.2,2.5,9.2,66,1.8,60
Le'Veon Bell,KC,RB,2013,5,179,185,111,304,"1,429",131,43.1%,26.2,-,37.8%,31.4,6.3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,-,-,-,-,-,-,-,-,0,0.0,0,0.0,-,-,-,-,35,7.0,128,25.6,0,0.00,0.0%,-,3.7,6,1.2,2,14.3%,0,0,7,1.4,7,1.4,3.9%,0,100%,63,12.6,1.0,65,13.0,9.3,9.3,1.0,0,0.000,0.0%,-,0.35,7,1.4,0.5%,0.06,9.29,57,11.4,42,8.4,193,38.6,0,0.00,0.63,26.3,27.2,-0.9,5.3,71,0.6,77
Leonard Fournette,TB,RB,2017,7,264,273,197,462,"2,259",185,40.0%,26.4,-,39.6%,72.5,10.4,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,-,-,-,-,-,-,-,-,0,0.0,0,0.0,-,-,-,-,51,7.3,225,32.1,2,0.29,3.9%,112.5,4.4,10,1.4,3,13.7%,2,0,22,3.1,27,3.9,10.2%,3,81%,75,10.7,1.9,141,20.1,6.4,5.2,0.6,0,0.000,0.0%,-,0.52,16,2.3,0.7%,0.16,8.81,93,13.3,73,10.4,366,52.3,2,0.29,0.79,70.6,69.4,1.2,10.1,36,1.0,36
LeSean McCoy,TB,RB,2009,5,177,183,166,340,"1,518",71,20.9%,14.2,-,12.0%,25.7,5.1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,-,-,-,-,-,-,-,-,0,0.0,0,0.0,-,-,-,-,6,1.2,-1,-0.2,0,0.00,0.0%,-,-0.2,3,0.6,0,18.8%,0,0,10,2.0,14,2.8,7.9%,4,71%,42,8.4,1.5,61,12.2,6.1,4.4,2.0,0,0.000,0.0%,-,0.33,28,5.6,1.8%,0.13,2.18,53,10.6,16,3.2,60,12.0,0,0.00,0.18,16.0,21.1,-5.1,3.2,86,1.0,86
Logan Thomas,WAS,TE,2014,8,271,282,243,522,"1,714",451,86.4%,56.4,60.6%,-,-,-,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,-,-,-,-,-,-,-,-,0,0.0,0,0.0,-,-,-,-,0,0.0,0,0.0,0,0.00,-,-,-,-,-,-,-,-,0,24,3.0,46,5.8,17.0%,7,52%,225,28.1,1.0,236,29.5,9.8,5.1,7.8,3,0.375,12.5%,78.7,0.84,357,44.6,20.8%,0.40,0.66,72,9.0,24,3.0,236,29.5,3,0.38,0.45,65.6,74.0,-8.4,8.2,23,2.7,18
Lynn Bowden,MIA,WR,2020,4,147,149,108,269,"1,141",23,8.6%,5.8,45.5%,-,-,-,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,-,-,-,-,-,-,-,-,0,0.0,0,0.0,-,-,-,-,4,1.0,9,2.3,0,0.00,0.0%,-,2.3,-,-,-,-,-,0,1,0.3,1,0.3,0.7%,0,100%,5,1.3,-0.2,-1,-0.3,-1.0,-1.0,-1.0,0,0.000,0.0%,-,-0.01,-1,-0.3,-0.1%,0.01,1.00,0,0.0,5,1.3,8,2.0,0,0.00,0.03,1.8,3.2,-1.4,0.5,139,0.4,139
Malcolm Brown,LAR,RB,2015,8,272,284,264,563,"2,025",289,51.3%,36.1,-,36.4%,76.9,9.6,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,-,-,-,-,-,-,-,-,0,0.0,0,0.0,-,-,-,-,75,9.4,313,39.1,3,0.38,4.0%,104.3,4.2,20,2.5,1,22.5%,3,0,14,1.8,21,2.6,7.7%,4,67%,147,18.4,0.5,79,9.9,5.6,3.8,0.0,0,0.000,0.0%,-,0.28,1,0.1,0.0%,0.12,79.00,82,10.3,89,11.1,392,49.0,3,0.38,0.70,71.2,77.6,-6.4,8.9,43,0.8,35
Marcus Johnson,IND,WR,2017,5,176,184,163,336,"1,369",212,63.1%,42.4,13.9%,-,-,-,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,-,-,-,-,-,-,-,-,0,0.0,0,0.0,-,-,-,-,0,0.0,0,0.0,0,0.00,-,-,-,-,-,-,-,-,0,13,2.6,23,4.6,13.1%,1,57%,94,18.8,2.6,241,48.2,18.5,10.5,16.1,0,0.000,0.0%,-,1.31,371,74.2,27.1%,0.39,0.65,39,7.8,13,2.6,241,48.2,0,0.00,0.72,37.1,36.3,0.8,7.4,86,2.9,99
Mark Andrews,BAL,TE,2018,8,208,216,216,519,"1,876",330,63.6%,41.3,33.3%,-,-,-,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,-,-,-,-,-,-,-,-,0,0.0,0,0.0,-,-,-,-,0,0.0,0,0.0,0,0.00,-,-,-,-,-,-,-,-,0,26,3.3,44,5.5,21.2%,9,59%,167,20.9,1.8,297,37.1,11.4,6.8,9.9,5,0.625,19.2%,59.4,1.38,437,54.6,23.3%,0.48,0.68,64,8.0,26,3.3,297,37.1,5,0.63,0.57,85.7,75.1,10.6,10.7,8,3.3,8
Mark Ingram,BAL,RB,2011,6,159,165,153,373,"1,558",108,29.0%,18.0,-,35.9%,37.0,6.2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,-,-,-,-,-,-,-,-,0,0.0,0,0.0,-,-,-,-,50,8.3,225,37.5,2,0.33,4.0%,112.5,4.5,8,1.3,2,15.1%,1,0,3,0.5,5,0.8,3.1%,2,60%,30,5.0,0.8,25,4.2,8.3,5.0,2.8,0,0.000,0.0%,-,0.15,14,2.3,0.9%,0.05,1.79,22,3.7,53,8.8,250,41.7,2,0.33,0.67,40.0,37.4,2.6,6.7,60,0.8,59
Marlon Mack,IND,RB,2017,1,46,46,38,74,303,11,14.9%,11.0,-,18.4%,7.1,7.1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,-,-,-,-,-,-,-,-,0,0.0,0,0.0,-,-,-,-,4,4.0,26,26.0,0,0.00,0.0%,-,6.5,1,1.0,1,14.3%,0,0,3,3.0,3,3.0,6.5%,0,100%,7,7.0,4.3,30,30.0,10.0,10.0,-0.3,0,0.000,0.0%,-,0.65,-1,-1.0,-0.3%,0.10,-30.00,31,31.0,7,7.0,56,56.0,0,0.00,0.76,8.6,6.1,2.5,8.6,44,1.2,96
Marquez Callaway,NO,WR,2020,6,214,218,214,410,"1,241",150,36.6%,25.0,23.7%,-,-,-,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,-,-,-,-,-,-,-,-,0,0.0,0,0.0,-,-,-,-,0,0.0,0,0.0,0,0.00,-,-,-,-,-,-,-,-,0,15,2.5,19,3.2,8.9%,3,79%,73,12.2,1.9,136,22.7,9.1,7.2,7.0,0,0.000,0.0%,-,0.62,133,22.2,10.7%,0.21,1.02,35,5.8,15,2.5,136,22.7,0,0.00,0.33,28.6,31.7,-3.1,4.8,111,1.9,109
Marquez Valdes-Scantling,GB,WR,2018,8,268,280,277,542,"2,269",431,79.5%,53.9,22.0%,-,-,-,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,-,-,-,-,-,-,-,-,0,0.0,0,0.0,-,-,-,-,2,0.3,13,1.6,0,0.00,0.0%,-,6.5,-,-,-,-,-,0,18,2.3,39,4.9,14.6%,4,46%,218,27.3,1.4,314,39.3,17.4,8.1,17.4,3,0.375,16.7%,104.7,1.12,679,84.9,29.9%,0.43,0.46,72,9.0,20,2.5,327,40.9,3,0.38,0.60,68.7,65.8,2.9,8.6,75,3.4,63
Marquise Brown,BAL,WR,2019,8,208,216,216,519,"1,876",416,80.2%,52.0,14.7%,-,-,-,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,-,-,-,-,-,-,-,-,0,0.0,0,0.0,-,-,-,-,1,0.1,1,0.1,0,0.00,0.0%,-,1.0,-,-,-,-,-,0,30,3.8,49,6.1,23.6%,3,61%,191,23.9,2.2,417,52.1,13.9,8.5,14.8,2,0.250,6.7%,208.5,1.93,725,90.6,38.6%,0.62,0.58,107,13.4,31,3.9,418,52.3,2,0.25,0.81,83.8,80.4,3.4,10.5,51,2.7,43
Marvin Hall,DET,WR,2017,8,279,291,246,540,"2,422",168,31.1%,21.0,14.7%,-,-,-,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,-,-,-,-,-,-,-,-,0,0.0,0,0.0,-,-,-,-,1,0.1,1,0.1,0,0.00,0.0%,-,1.0,-,-,-,-,-,0,10,1.3,20,2.5,7.2%,2,50%,63,7.9,3.1,197,24.6,19.7,9.9,20.8,1,0.125,10.0%,197.0,0.68,416,52.0,17.2%,0.23,0.47,30,3.8,11,1.4,198,24.8,1,0.13,0.37,35.8,32.1,3.7,4.5,114,3.3,102
Marvin Jones,DET,WR,2012,8,279,291,246,540,"2,422",488,90.4%,61.0,19.5%,-,-,-,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,-,-,-,-,-,-,-,-,0,0.0,0,0.0,-,-,-,-,0,0.0,0,0.0,0,0.00,-,-,-,-,-,-,-,-,0,25,3.1,41,5.1,14.7%,8,61%,256,32.0,1.2,308,38.5,12.3,7.5,10.1,4,0.500,16.0%,77.0,1.06,413,51.6,17.1%,0.34,0.75,62,7.8,25,3.1,308,38.5,4,0.50,0.57,79.8,68.2,11.6,10.0,57,3.2,51
Matt Breida,MIA,RB,2017,7,219,221,200,441,"1,672",103,23.4%,14.7,-,22.5%,34.2,4.9,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,-,-,-,-,-,-,-,-,0,0.0,0,0.0,-,-,-,-,37,5.3,128,18.3,0,0.00,0.0%,-,3.5,7,1.0,0,15.9%,0,0,7,1.0,8,1.1,3.7%,0,88%,30,4.3,2.6,79,11.3,11.3,9.9,0.0,0,0.000,0.0%,-,0.36,0,0.0,0.0%,0.05,-,78,11.1,44,6.3,207,29.6,0,0.00,0.47,27.7,28.5,-0.8,4.0,82,0.6,75
Matt Ryan,ATL,QB,2008,9,342,352,293,653,"3,061",653,100.0%,72.6,-,-,-,-,236,26.2,351,39.0,2746,305.1,15,1.7,5,0.6,67.2%,76.7%,43.2%,4.3%,183.1,3.0,7.8,8.0,3083,342.6,3083,342.6,8.8,99.0,75.7,2.6,22,2.4,68,7.6,1,0.11,4.5%,-,-,-,-,-,-,-,1,0,0.0,0,0.0,0.0%,-,-,-,-,-,0,0.0,-,-,-,0,0.000,-,-,0.00,0,0.0,0.0%,0.00,-,0,-,-,-,-,-,-,-,-,170.6,177.2,24.9,19.0,15,-,8
Matthew Stafford,DET,QB,2009,8,279,291,246,540,"2,422",525,97.2%,65.6,-,-,-,-,174,21.8,269,33.6,2127,265.9,14,1.8,7,0.9,64.7%,68.2%,44.4%,5.2%,151.9,2.0,7.9,7.8,2350,293.8,2350,293.8,8.7,92.4,65.6,-1.9,17,2.1,77,9.6,0,0.00,0.0%,-,-,-,-,-,-,-,1,0,0.0,0,0.0,0.0%,-,-,-,-,-,0,0.0,-,-,-,0,0.000,-,-,0.00,0,0.0,0.0%,0.00,-,0,-,-,-,-,-,-,-,-,132.8,147.4,10.7,16.6,24,-,19
Maxx Williams,ARI,TE,2015,2,63,66,59,151,442,77,51.0%,38.5,11.8%,-,-,-,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,-,-,-,-,-,-,-,-,0,0.0,0,0.0,-,-,-,-,0,0.0,0,0.0,0,0.00,-,-,-,-,-,-,-,-,0,1,0.5,3,1.5,4.8%,0,33%,15,7.5,0.3,4,2.0,4.0,1.3,0.7,1,0.500,100.0%,4.0,0.06,2,1.0,0.5%,0.07,2.00,0,0.0,1,0.5,4,2.0,1,0.50,0.03,7.4,6.5,0.9,3.7,41,7.4,53
Mecole Hardman,KC,WR,2019,9,330,336,256,601,"2,262",313,52.1%,34.8,42.5%,-,-,-,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,-,-,-,-,-,-,-,-,0,0.0,0,0.0,-,-,-,-,2,0.2,16,1.8,0,0.00,0.0%,-,8.0,-,-,-,-,-,0,25,2.8,33,3.7,10.0%,1,76%,169,18.8,2.3,395,43.9,15.8,12.0,9.6,3,0.333,12.0%,131.7,1.18,318,35.3,14.1%,0.25,1.24,179,19.9,27,3.0,411,45.7,3,0.33,0.68,84.1,55.8,30.3,9.3,62,3.1,41
Melvin Gordon,DEN,RB,2015,7,257,270,186,484,"2,396",319,65.9%,45.6,-,66.1%,98.6,14.1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,-,-,-,-,-,-,-,-,0,0.0,0,0.0,-,-,-,-,96,13.7,393,56.1,4,0.57,4.2%,98.3,4.1,25,3.6,5,21.6%,4,3,20,2.9,27,3.9,10.5%,2,74%,121,17.3,0.7,87,12.4,4.4,3.2,1.1,1,0.143,5.0%,87.0,0.32,31,4.4,1.3%,0.17,2.81,63,9.0,116,16.6,480,68.6,5,0.71,0.99,92.0,94.2,3.8,13.1,22,0.8,24
Michael Gallup,DAL,WR,2018,9,378,390,282,680,"2,953",605,89.0%,67.2,5.0%,-,-,-,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,-,-,-,-,-,-,-,-,0,0.0,0,0.0,-,-,-,-,0,0.0,0,0.0,0,0.00,-,-,-,-,-,-,-,-,0,29,3.2,55,6.1,14.6%,4,53%,342,38.0,1.4,468,52.0,16.1,8.5,13.3,1,0.111,3.4%,468.0,1.20,732,81.3,24.8%,0.39,0.64,109,12.1,29,3.2,468,52.0,1,0.11,0.69,81.8,89.2,-7.4,9.1,67,2.8,46
Michael Pittman,IND,WR,2020,5,170,174,187,352,"1,163",245,69.6%,49.0,16.3%,-,-,-,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,-,-,-,-,-,-,-,-,0,0.0,0,0.0,-,-,-,-,0,0.0,0,0.0,0,0.00,-,-,-,-,-,-,-,-,0,14,2.8,20,4.0,11.8%,2,70%,79,15.8,1.7,135,27.0,9.6,6.8,8.7,0,0.000,0.0%,-,0.78,173,34.6,14.9%,0.28,0.78,40,8.0,14,2.8,135,27.0,0,0.00,0.38,27.5,31.4,-3.9,5.5,102,2.0,112
Michael Thomas,NO,WR,2016,2,64,65,75,141,335,95,67.4%,47.5,14.8%,-,-,-,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,-,-,-,-,-,-,-,-,0,0.0,0,0.0,-,-,-,-,0,0.0,0,0.0,0,0.00,-,-,-,-,-,-,-,-,0,8,4.0,11,5.5,17.2%,2,73%,31,15.5,2.2,68,34.0,8.5,6.2,8.4,0,0.000,0.0%,-,1.05,92,46.0,27.5%,0.45,0.74,3,1.5,8,4.0,68,34.0,0,0.00,0.48,14.8,18.7,-3.9,7.4,87,1.9,128
